DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
202 - BRONCHITIS & ASTHMA W CC/MCC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,38,$18979.73,$4828.63,$3876.34
203 - BRONCHITIS & ASTHMA W/O CC/MCC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,14,$11792.92,$4259.50,$3298.35
203 - BRONCHITIS & ASTHMA W/O CC/MCC,110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,GA - Atlanta,25,$10805.48,$5641.64,$4747.56
203 - BRONCHITIS & ASTHMA W/O CC/MCC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,17,$12506.23,$3315.00,$2127.47
203 - BRONCHITIS & ASTHMA W/O CC/MCC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,16,$14652.06,$5335.25,$2160.62
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,15,$157510.40,$51756.66,$40879.53
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,GA - Atlanta,12,$155581.75,$44698.91,$44140.91
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,13,$120820.15,$32438.53,$31751.84
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,26,$208533.88,$47716.00,$42430.19
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,110115,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,ATLANTA,GA,30312,GA - Atlanta,14,$202757.14,$39277.57,$37745.78
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,24,$43815.08,$17034.41,$16659.79
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,30,$52521.90,$16359.86,$15627.33
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,GA - Atlanta,35,$69533.60,$21153.28,$20477.74
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,33,$57040.12,$13157.18,$12512.27
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,46,$76324.63,$15392.43,$14589.76
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,110115,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,ATLANTA,GA,30312,GA - Atlanta,11,$95009.63,$18098.00,$17334.90
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,79,$71648.10,$24093.55,$21445.62
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,17,$55870.47,$22968.17,$19868.94
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,104,$59853.18,$17036.42,$16106.50
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,40,$82765.95,$19576.00,$17182.60
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,24,$32781.95,$19024.50,$18137.66
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,26,$32947.03,$18526.23,$17835.76
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,35,$57145.00,$14952.82,$13664.28
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,64,$51051.35,$14471.87,$13645.06
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,16,$21313.43,$14440.56,$13524.81
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,25,$20887.08,$14268.08,$13367.60
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,30,$46116.36,$11529.93,$10100.40
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,49,$42394.32,$11514.12,$10058.04
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,26,$65280.73,$23893.15,$23120.57
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,20,$54979.20,$21827.70,$19592.10
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,30,$65344.13,$17267.33,$16371.33
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,97,$80493.57,$18797.71,$16341.93
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,127,$42524.70,$15150.11,$12795.89
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,51,$38415.23,$14314.41,$11993.56
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,97,$48243.46,$10925.85,$9357.01
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,358,$54755.27,$11248.98,$9614.14
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,110161,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",ATLANTA,GA,30342,GA - Atlanta,11,$71843.18,$17567.81,$7553.81
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,58,$39584.62,$13001.82,$11400.41
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,61,$35139.54,$12525.67,$11367.49
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,52,$41141.05,$9762.59,$8252.13
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,46,$50791.65,$9984.23,$8685.28
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,93,$44290.06,$14211.13,$12826.74
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,59,$41966.77,$12858.33,$11125.93
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,23,$55696.00,$11249.69,$10370.73
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,111,$65874.23,$10320.64,$8925.43
252 - OTHER VASCULAR PROCEDURES W MCC,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,37,$59561.56,$25568.91,$22170.43
252 - OTHER VASCULAR PROCEDURES W MCC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,91,$40921.95,$21212.65,$20308.31
252 - OTHER VASCULAR PROCEDURES W MCC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,59,$51922.91,$16847.83,$16036.76
252 - OTHER VASCULAR PROCEDURES W MCC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,69,$73008.78,$18614.20,$17130.17
252 - OTHER VASCULAR PROCEDURES W MCC,110115,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,ATLANTA,GA,30312,GA - Atlanta,21,$83721.71,$23796.00,$22876.80
252 - OTHER VASCULAR PROCEDURES W MCC,110161,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",ATLANTA,GA,30342,GA - Atlanta,11,$64789.81,$18183.27,$15315.90
253 - OTHER VASCULAR PROCEDURES W CC,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,46,$56822.91,$18698.30,$17257.15
253 - OTHER VASCULAR PROCEDURES W CC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,25,$48437.16,$17341.68,$14659.84
253 - OTHER VASCULAR PROCEDURES W CC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,63,$39384.46,$13343.14,$12185.69
253 - OTHER VASCULAR PROCEDURES W CC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,39,$63331.43,$14540.43,$12368.10
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,23,$40230.30,$12375.56,$10529.60
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,18,$35287.66,$11856.22,$9744.55
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,46,$26880.28,$8770.36,$7841.50
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,32,$41159.81,$8865.50,$7768.62
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,37,$34955.10,$14414.59,$13139.45
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,49,$47015.32,$13969.57,$12723.22
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,GA - Atlanta,19,$73597.36,$18060.94,$17114.42
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,30,$35472.86,$9944.06,$9086.90
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,63,$47654.25,$11725.36,$10639.17
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,26,$27093.61,$8981.50,$8421.65
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,27,$25489.77,$8346.81,$7559.70
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,GA - Atlanta,31,$28816.54,$10990.29,$10118.03
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,34,$21029.91,$6359.50,$5401.50
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,39,$32575.79,$7206.02,$5961.12
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,16,$18827.68,$5735.37,$4367.31
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,12,$18741.66,$4382.83,$3541.83
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,13,$23201.23,$4632.53,$3288.07
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,40,$53270.97,$17213.70,$15625.77
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,29,$47993.41,$16717.96,$14193.93
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,GA - Atlanta,12,$46945.83,$18554.33,$17904.66
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,23,$40713.30,$11017.78,$10065.00
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,59,$45875.96,$12015.61,$10186.84
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,92,$31040.40,$8871.84,$7209.90
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,55,$27071.81,$7662.49,$6581.30
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,GA - Atlanta,19,$30801.52,$10073.47,$9361.89
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,75,$28687.02,$6095.32,$5191.20
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,197,$29023.49,$6350.54,$4886.58
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",110115,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,ATLANTA,GA,30312,GA - Atlanta,13,$58191.30,$8701.00,$7663.46
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",110161,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",ATLANTA,GA,30342,GA - Atlanta,16,$34741.18,$6848.87,$3562.93
291 - HEART FAILURE & SHOCK W MCC,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,86,$35031.60,$13038.26,$11432.44
291 - HEART FAILURE & SHOCK W MCC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,138,$29802.55,$11053.27,$10234.03
291 - HEART FAILURE & SHOCK W MCC,110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,GA - Atlanta,96,$41727.41,$14697.00,$13969.05
291 - HEART FAILURE & SHOCK W MCC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,86,$38286.30,$8922.27,$8240.61
291 - HEART FAILURE & SHOCK W MCC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,130,$41657.05,$9108.85,$8284.19
291 - HEART FAILURE & SHOCK W MCC,110115,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,ATLANTA,GA,30312,GA - Atlanta,57,$56560.03,$11869.61,$11174.05
291 - HEART FAILURE & SHOCK W MCC,110161,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",ATLANTA,GA,30342,GA - Atlanta,23,$43731.69,$10442.34,$8105.26
291 - HEART FAILURE & SHOCK W MCC,110203,WESLEY WOODS GERIATRIC HOSPITAL,"1821 CLIFTON ROAD, NE",ATLANTA,GA,30329,GA - Atlanta,14,$14053.50,$8379.35,$7739.35
292 - HEART FAILURE & SHOCK W CC,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,181,$19533.13,$9115.40,$6899.75
292 - HEART FAILURE & SHOCK W CC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,184,$18210.68,$7273.22,$6336.71
292 - HEART FAILURE & SHOCK W CC,110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,GA - Atlanta,164,$23268.37,$9470.96,$8766.03
292 - HEART FAILURE & SHOCK W CC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,152,$21480.84,$5609.59,$4793.15
292 - HEART FAILURE & SHOCK W CC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,200,$19852.51,$6108.46,$4890.87
292 - HEART FAILURE & SHOCK W CC,110115,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,ATLANTA,GA,30312,GA - Atlanta,36,$40368.55,$8124.58,$7442.58
292 - HEART FAILURE & SHOCK W CC,110161,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",ATLANTA,GA,30342,GA - Atlanta,24,$34047.79,$6740.62,$5123.29
292 - HEART FAILURE & SHOCK W CC,110203,WESLEY WOODS GERIATRIC HOSPITAL,"1821 CLIFTON ROAD, NE",ATLANTA,GA,30329,GA - Atlanta,22,$14381.27,$5833.36,$5221.72
292 - HEART FAILURE & SHOCK W CC,450615,ATLANTA MEMORIAL HOSPITAL,1007 SOUTH WILLIAMS STREET,ATLANTA,TX,75551,AR - Texarkana,19,$13645.63,$6087.78,$5503.78
293 - HEART FAILURE & SHOCK W/O CC/MCC,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,43,$10775.06,$5199.51,$4364.69
293 - HEART FAILURE & SHOCK W/O CC/MCC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,64,$9801.07,$4798.67,$3860.56
293 - HEART FAILURE & SHOCK W/O CC/MCC,110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,GA - Atlanta,65,$13631.72,$6328.47,$5673.09
293 - HEART FAILURE & SHOCK W/O CC/MCC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,40,$11346.55,$3693.22,$2828.07
293 - HEART FAILURE & SHOCK W/O CC/MCC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,21,$14851.14,$3930.04,$3391.00
293 - HEART FAILURE & SHOCK W/O CC/MCC,110115,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,ATLANTA,GA,30312,GA - Atlanta,18,$24895.66,$5481.00,$4668.77
293 - HEART FAILURE & SHOCK W/O CC/MCC,110161,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",ATLANTA,GA,30342,GA - Atlanta,11,$19090.72,$4008.63,$3097.00
293 - HEART FAILURE & SHOCK W/O CC/MCC,450615,ATLANTA MEMORIAL HOSPITAL,1007 SOUTH WILLIAMS STREET,ATLANTA,TX,75551,AR - Texarkana,22,$13922.81,$4289.00,$3674.45
300 - PERIPHERAL VASCULAR DISORDERS W CC,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,38,$15412.28,$8031.55,$6183.84
300 - PERIPHERAL VASCULAR DISORDERS W CC,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,30,$19123.53,$6679.16,$5966.50
300 - PERIPHERAL VASCULAR DISORDERS W CC,110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,GA - Atlanta,36,$14403.00,$8942.69,$8165.47
300 - PERIPHERAL VASCULAR DISORDERS W CC,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,23,$13905.73,$5098.78,$4467.30
300 - PERIPHERAL VASCULAR DISORDERS W CC,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,39,$23744.10,$5324.46,$4519.12
300 - PERIPHERAL VASCULAR DISORDERS W CC,110115,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,ATLANTA,GA,30312,GA - Atlanta,11,$41159.09,$7818.00,$7109.27
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,16,$12510.81,$6218.12,$3697.62
